id,status,score_100,bucket,aggregate_view,prompt_version,model,occlusion_overlap_check,occlusion_findings,occlusion_affected_axes,input_path,rationale
card_dsl_35454cec1f,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-07-sports-event-001\card.dsl.png,"image: 命中[0,10)档：属于极简零散的单提示简易工具页面；可见证据是仅含跑步图标、零散排布的文字、单个红色操作按钮，页面绝大多数区域为空白，无成型布局框架与视觉系统；未进更高档因为缺乏完整产品页面结构，仅为零散元素粗糙堆砌，无设计质感。"
card_dsl_c1fe0574a5,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-06-memory-clean-001\card.dsl.png,"image: 命中[0,10)档：属于单功能内存清理简易工具提示面板类型；可见证据是浅青渐变圆角面板，仅展示内存占用、容量数据与单条日程，搭配一个清理操作按钮，采用基础几何形状、默认字体、原生功能色，无完整页面框架与成熟设计系统，进度环比例与标注数值不匹配；未进更高档因为无多控件、稳定页头、列表等完整模板结构，视觉简陋无打磨，属裸工具类低质界面。"
card_dsl_24d8eac353,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-07-sports-event-006\card.dsl.png,"image: 命中[0,10)档：属于单动作简易赛事提醒类裸工具页面；可见证据是仅含两个简易圆角信息块展示赛事倒计时、基础信息与天气，搭配纯色提醒条与单个操作按钮，使用系统默认字体，无专属品牌视觉体系，页面留存大量浅灰空白，无额外功能模块；未进更高档因为缺乏多控件、稳定页头或列表等模板级结构，视觉打磨极弱，未达到[10,20)档低质模板的内容丰富度要求。"
card_dsl_e9a646e14b,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,"[{""affected_axes"": [""composition_hierarchy"", ""detail_finish"", ""basic_usability"", ""typography""], ""evidence"": ""承载勾选图标的绿色竖块宽度设置过大，右边缘侵入文本区域，导致每个选项首字的左半部分位于绿色块背景上，右半部分位于紫色选项卡背景上，文本仍可识别但视觉呈现割裂"", ""severity"": ""minor"", ""target"": ""三个清理选项文本（临时文件、应用缓存、日志残留）"", ""type"": ""text_graphic""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""text_graphic""], ""score"": 0.5, ""severity"": ""minor"", ""weight"": 0.2, ""weighted_contribution"": 0.1, ""weighted_loss_from_max"": 1.5}, {""axis"": ""typography"", ""finding_types"": [""text_graphic""], ""score"": 0.0, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.0, ""weighted_loss_from_max"": 1.2}, {""axis"": ""detail_finish"", ""finding_types"": [""text_graphic""], ""score"": 0.1, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.015, ""weighted_loss_from_max"": 1.185}, {""axis"": ""basic_usability"", ""finding_types"": [""text_graphic""], ""score"": 0.7, ""severity"": ""minor"", ""weight"": 0.05, ""weighted_contribution"": 0.035, ""weighted_loss_from_max"": 0.365}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-06-memory-clean-006\card.dsl.png,"image: 命中[0,10)档：属于渐变背景单动作工具面板类型；可见证据是深紫渐变界面，仅展示缓存扫描状态、1.8G可清理容量、三个已勾选项与单个“去清理”按钮，存在勾选块侵入文字区的布局瑕疵，文案重复，无成熟视觉体系；未进更高档因为内容极稀疏、布局不稳定、完成度极低，不符合demo模板的稳定布局要求。"
card_dsl_d0c22d5c58,scored,45.0,"[40,50)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-08-sleep-001\card.dsl.png,"image: 命中[40,50)档：属于普通设计的健康类睡眠数据展示组件；可见证据是深色睡眠主题界面，包含标题、设备连接状态、睡眠时长核心大数字、紫色简易趋势图、睡眠统计对比、日程提醒卡片与详情按钮，排版层级清晰，有基础视觉设计；未进更高档因为内容过于单薄，视觉语言通用模板化，无独特品牌系统与丰富产品深度，细节存在轻微文字显示瑕疵。"
card_dsl_e5d993b478,scored,25.0,"[20,30)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,"[{""affected_axes"": [""typography"", ""composition_hierarchy"", ""detail_finish"", ""basic_usability""], ""evidence"": ""命中[20,30)档：属于简单健康状态展示类工具界面；可见证据是紫色渐变单卡片载体，排布深睡时长环形指标、天气环境信息、红色风险提示条，信息层级清晰，无文字或控件遮挡重叠；未进更高档因为仅为孤立单卡片，无完整产品界面结构，视觉语言普通无独特品牌识别，细节打磨不足，缺乏多模块产品深度。"", ""severity"": ""moderate"", ""target"": ""text block"", ""type"": ""text_text""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""text_text""], ""score"": 1.9, ""severity"": ""moderate"", ""weight"": 0.2, ""weighted_contribution"": 0.38, ""weighted_loss_from_max"": 1.22}, {""axis"": ""typography"", ""finding_types"": [""text_text""], ""score"": 1.6, ""severity"": ""moderate"", ""weight"": 0.15, ""weighted_contribution"": 0.24, ""weighted_loss_from_max"": 0.96}, {""axis"": ""detail_finish"", ""finding_types"": [""text_text""], ""score"": 1.5, ""severity"": ""moderate"", ""weight"": 0.15, ""weighted_contribution"": 0.225, ""weighted_loss_from_max"": 0.975}, {""axis"": ""basic_usability"", ""finding_types"": [""text_text""], ""score"": 1.8, ""severity"": ""moderate"", ""weight"": 0.05, ""weighted_contribution"": 0.09, ""weighted_loss_from_max"": 0.31}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-08-sleep-006\card.dsl.png,"image: 命中[20,30)档：属于简单健康状态展示类工具界面；可见证据是紫色渐变单卡片载体，排布深睡时长环形指标、天气环境信息、红色风险提示条，信息层级清晰，无文字或控件遮挡重叠；未进更高档因为仅为孤立单卡片，无完整产品界面结构，视觉语言普通无独特品牌识别，细节打磨不足，缺乏多模块产品深度。"
card_dsl_3b74ca2253,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-10-rainy-taxi-006\card.dsl.png,"image: 命中[0,10)档：属于单动作渐变面板类简陋快捷触发组件；可见证据为仅蓝紫渐变背景、汽车图标、少量行程提示文字与单个跳转按钮，无多区块结构、无成型视觉设计系统，使用默认无衬线字体，空余背景占比高，无细节打磨；未进更高档因为不具备多控件、列表或稳定页面框架等更高档位所需的完整模板结构，仅为单一功能的极简触发入口。"
card_dsl_a2f4d37642,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-09-weather-care-006\card.dsl.png,"image: 命中[0,10)档：属于单动作简易天气提醒面板类型；可见证据是仅一张蓝色渐变圆角卡片，承载地区、温度、天气、预警等基础文本，搭配简单半透明图标与单个默认蓝色“打开”按钮，无完整页面结构，仅靠基础字号区分层级，使用系统默认字体与控件样式，存在较多空白，无定制视觉系统；未进更高档因为缺乏多控件、多模块的完整页面结构，视觉为基础默认风格，未达到低质量demo模板的完整度要求。"
card_dsl_a2c976902c,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-09-weather-care-001\card.dsl.png,"image: 命中[0,10)档：属于单动作简易天气提示类工具面板，符合单动作无丰富内容的低界规则；可见证据是仅两个纯色圆角提示块、单一跳转按钮，无完整页面框架、导航或多模块结构，无成型视觉系统，排版仅靠基础字号区分；未进更高档因为缺乏多控件、稳定页头等[10,20)档所需的基础模板完整度。"
card_dsl_baef862b9e,scored,25.0,"[20,30)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,"[{""affected_axes"": [""typography"", ""composition_hierarchy"", ""detail_finish"", ""basic_usability""], ""evidence"": ""命中[20,30)档：属于单卡片场景化天气服务工具；可见证据是采用与雨天主题匹配的浅蓝渐变圆角背景，搭配拟物云雨图标，左右分栏清晰排布区域、温湿度、天气状况信息与两个圆角快捷按钮，层级明确无内容遮挡；未进更高档因为内容单薄，无专属品牌视觉系统，控件样式普通，缺乏深度功能模块与精致设计细节，未达到普通正式产品UI的完成度。"", ""severity"": ""moderate"", ""target"": ""text over image/icon"", ""type"": ""text_graphic""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""text_graphic""], ""score"": 1.9, ""severity"": ""moderate"", ""weight"": 0.2, ""weighted_contribution"": 0.38, ""weighted_loss_from_max"": 1.22}, {""axis"": ""typography"", ""finding_types"": [""text_graphic""], ""score"": 1.9, ""severity"": ""moderate"", ""weight"": 0.15, ""weighted_contribution"": 0.285, ""weighted_loss_from_max"": 0.915}, {""axis"": ""detail_finish"", ""finding_types"": [""text_graphic""], ""score"": 1.5, ""severity"": ""moderate"", ""weight"": 0.15, ""weighted_contribution"": 0.225, ""weighted_loss_from_max"": 0.975}, {""axis"": ""basic_usability"", ""finding_types"": [""text_graphic""], ""score"": 1.8, ""severity"": ""moderate"", ""weight"": 0.05, ""weighted_contribution"": 0.09, ""weighted_loss_from_max"": 0.31}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-10-rainy-taxi-001\card.dsl.png,"image: 命中[20,30)档：属于单卡片场景化天气服务工具；可见证据是采用与雨天主题匹配的浅蓝渐变圆角背景，搭配拟物云雨图标，左右分栏清晰排布区域、温湿度、天气状况信息与两个圆角快捷按钮，层级明确无内容遮挡；未进更高档因为内容单薄，无专属品牌视觉系统，控件样式普通，缺乏深度功能模块与精致设计细节，未达到普通正式产品UI的完成度。"
card_dsl_e1d9186f58,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-11-fitness-001\card.dsl.png,"image: 命中[10,20)档：属于低质量简易运动工具demo类型；可见证据是布局稳定，可识别运动记录核心功能，包含标题、两个运动数据展示项、两个功能按钮，但仅用单一橙色系，数据卡片与功能按钮样式接近、视觉层级模糊，控件为基础圆角样式，无专属视觉设计系统，内容稀疏；未进更高档因为缺乏完整产品工作流结构，无明确主题设计，达不到[20,30)档的完整度要求。"
card_dsl_5345cf1738,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-12-finance-001\card.dsl.png,"image: 命中[0,10)档：属于简陋的单功能天气提示类粗糙工具；可见证据是仅零散堆砌系统自带雷阵雨emoji、温度/天气类型/地点文字、基础默认样式按钮，页面留存大量空白，使用系统默认字体，无统一视觉系统与规整排版逻辑；未进更高档因为无完整稳定的模板页面结构，设计完成度极低，达不到低质量演示模板的布局要求。"
card_dsl_36961a2f40,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-11-fitness-006\card.dsl.png,"image: 命中[0,10)档：属于简陋的单功能健身玩具类练习工具；可见证据是仅包含简单橙白环形进度数值、零散状态文字、单个默认浅灰操作按钮，页面留有大量空白，文字表述粗糙，无成型视觉设计系统，排版松散；未进更高档因为元素极度单薄，仅单个操作控件，无多模块结构与设计打磨，达不到基础模板页的内容丰富度。"
card_dsl_71b67a8c0c,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-12-finance-006\card.dsl.png,"image: 命中[0,10)档：属于简陋的单动作余额提醒类裸工具面板；可见证据是无页面导航与完整产品结构，仅两个浅灰圆角块承载余额文本、低余额提醒文案与一个默认样式蓝色按钮，使用系统默认字体，无专属视觉设计体系，页面四周存在大量无效留白；未进更高档因为缺乏稳定页头、多控件/列表等完整模板结构，仅为基础信息提示加单按钮，属于练习级简陋原型。"
card_dsl_ce4b74a372,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-13-health-reminder-006\card.dsl.png,"image: 命中[0,10)档：属于极简单操作吃药提醒类简陋工具；可见证据是仅包含闹钟图标、标题文字、紧急标签、单条静态提醒文本、1个跳转按钮，无其他功能控件、列表或内容模块，大量留白，无成型视觉系统，排版与控件样式粗糙默认；未进更高档因为缺乏多控件结构、完整功能模块与基础设计打磨，不满足[10,20)档的多控件/稳定模板结构要求。"
card_dsl_802eab92f6,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-15-smart-home-001\card.dsl.png,"image: 命中[0,10)档：属于粗糙未完成的简易家居工具界面；可见证据是浅青渐变空白背景，零散摆放默认房屋图标、拆分错位的设备计数文字、孤立的“家”字、默认绿色导航按钮，排版无逻辑无层级，全为默认系统样式，无成型视觉系统；未进更高档因为缺乏完整页面结构，设计粗糙比例失衡，未达到低质模板的稳定布局要求。"
card_dsl_d21499a479,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-13-health-reminder-001\card.dsl.png,"image: 命中[0,10)档：属于练习级简陋单功能提醒类界面；可见证据是纯平涂暖橙色背景，基础矢量闹钟图标，两行提示文案，两个样式粗糙的操作按钮，次级按钮与背景对比度偏低，无完整页面结构、无品牌视觉体系、无细节打磨；未进更高档因为无成型产品结构与设计系统，完成度极低，达不到低质模板页的基础要求。"
card_dsl_5b6f41e109,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-14-commute-001\card.dsl.png,"image: 命中[0,10)档：属于简陋单功能工具类界面；可见证据是使用系统emoji作为天气图标、默认纯色圆角按钮、系统默认字体，无自定义视觉设计体系，布局松散随意，当前位置对应内容缺失，无细节打磨与品牌特征；未进更高档因为未形成完整多模块模板结构，仅单一核心动作，视觉质量为粗糙的练习级水平。"
card_dsl_d6b145b12a,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-14-commute-006\card.dsl.png,"image: 命中[0,10)档：属于单动作空白渐变简易提醒面板；可见证据是橙到浅蓝的渐变圆角外框，仅含静态通勤提醒文本、1个默认蓝色“打开App”跳转按钮，中间大面积留白，使用系统默认字体，无定制组件与多模块结构；未进[10,20)档因为缺乏多控件、列表等丰富功能状态，仅单一跳转动作，无成型视觉体系，排版松散。"
card_dsl_4bf61b2394,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-16-travel-ticket-001\card.dsl.png,"image: 命中[0,10)档：属于极简单动作工具裸卡片类型；可见证据为蓝色渐变圆角背景，仅搭配通用雷阵雨图标、温度天气文字、红色预警提示胶囊与单个“去机场”按钮，使用系统默认字体，控件无定制设计，无成型视觉系统与品牌特征，空余空间占比较高；未进更高档因为缺乏多控件结构、完整产品模块与成熟设计语言，内容极度单薄。"
card_dsl_d093bd70e5,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-17-queue-001\card.dsl.png,"image: 命中[0,10)档：属于单动作提示类极简工具面板；可见证据是仅绿色渐变背景、店铺名称、简单环形叫号进度、叫号数值与进度提示、单个“进店查看”操作按钮，无导航、额外功能模块或成型品牌视觉系统，内容极度稀疏；未进更高档因为缺乏多控件、稳定页头、列表等更丰富的页面结构，仅为单薄的单功能提示页，达不到[10,20)档的结构丰富度要求。"
card_dsl_94b6d206bc,scored,25.0,"[20,30)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,"[{""affected_axes"": [""typography"", ""composition_hierarchy"", ""detail_finish"", ""basic_usability""], ""evidence"": ""命中 [20,30) 档：属于基础航班信息展示类简易卡片；可见证据是浅蓝渐变圆角背景，分左右区块排布航班号、航线、时刻、准点状态、登机口、座位信息，搭配蓝色胶囊操作按钮，布局稳定、信息完整，无文字或控件遮挡；未进更高档因为视觉语言通用简陋，无品牌识别性，缺乏材质层次与细节打磨，未达普通产品级UI质量。"", ""severity"": ""moderate"", ""target"": ""text over image/icon"", ""type"": ""text_graphic""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""text_graphic""], ""score"": 1.9, ""severity"": ""moderate"", ""weight"": 0.2, ""weighted_contribution"": 0.38, ""weighted_loss_from_max"": 1.22}, {""axis"": ""typography"", ""finding_types"": [""text_graphic""], ""score"": 1.6, ""severity"": ""moderate"", ""weight"": 0.15, ""weighted_contribution"": 0.24, ""weighted_loss_from_max"": 0.96}, {""axis"": ""detail_finish"", ""finding_types"": [""text_graphic""], ""score"": 1.5, ""severity"": ""moderate"", ""weight"": 0.15, ""weighted_contribution"": 0.225, ""weighted_loss_from_max"": 0.975}, {""axis"": ""basic_usability"", ""finding_types"": [""text_graphic""], ""score"": 1.8, ""severity"": ""moderate"", ""weight"": 0.05, ""weighted_contribution"": 0.09, ""weighted_loss_from_max"": 0.31}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-16-travel-ticket-006\card.dsl.png,"image: 命中 [20,30) 档：属于基础航班信息展示类简易卡片；可见证据是浅蓝渐变圆角背景，分左右区块排布航班号、航线、时刻、准点状态、登机口、座位信息，搭配蓝色胶囊操作按钮，布局稳定、信息完整，无文字或控件遮挡；未进更高档因为视觉语言通用简陋，无品牌识别性，缺乏材质层次与细节打磨，未达普通产品级UI质量。"
card_dsl_17d9f070a8,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-18-carpool-006\card.dsl.png,"image: 命中[0,10)档：属于单动作简易工具浮窗类型；可见证据是浅蓝渐变圆角背景，仅展示连接状态、剩余距离、天气三类静态信息，仅设置1个导航操作按钮，采用基础蓝白配色与普通无衬线字体，无成型视觉设计体系；未进更高档因为缺乏多控件、多区块结构，无定制品牌语言，状态丰富度极低，未达到[10,20)档需多类交互控件或列表结构的要求。"
