id,status,score_100,bucket,aggregate_view,prompt_version,model,occlusion_overlap_check,occlusion_findings,occlusion_affected_axes,input_path,rationale
card_dsl_c1fe0574a5,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-06-memory-clean-001\card.dsl.png,"image: 命中[0,10)档：属于裸工具类单操作提示面板；可见证据是浅青渐变背景、处理粗糙的环形进度图形、仅1个绿色操作按钮、多段静态状态文本、环形中心存在大块空白、使用默认系统字体、无成型视觉设计系统；未进更高档因为无多控件/结构化列表模块，仅单动作提示，无设计打磨，符合裸工具低质特征。"
card_dsl_e9a646e14b,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-06-memory-clean-006\card.dsl.png,"image: 命中[10,20)档：属于低质量单功能工具演示模板界面；可见证据是深紫渐变单卡片布局，包含功能图标、标题、扫描状态、环形进度、容量数值、三个清理选项与主操作按钮，勾选区域绿色块尺寸粗糙、与文字间距不当，无专属视觉设计体系；未进更高档因为视觉处理粗糙、布局细节有瑕疵，仅达到基础功能可见的模板水平，缺乏刻意打磨的完整视觉设计，达不到[20,30)档的要求。"
card_dsl_35454cec1f,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-07-sports-event-001\card.dsl.png,"image: 命中[0,10)档：属于极简陋的单功能提示类练习/玩具页面；可见证据是纯白无容器背景，仅零散放置跑步图标、标题、分数文字、单个操作按钮，无规范布局结构与成型视觉系统，页面存在大量无效空白，元素排版松散随意；未进更高档因为缺乏稳定模板结构、多控件组或完整内容模块，视觉质量接近未完成的粗糙原型。"
card_dsl_24d8eac353,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-07-sports-event-006\card.dsl.png,"image: 命中[0,10)档：属于单操作的简陋赛事提醒小工具类型；可见证据是仅包含赛事倒计时、天气静态信息块与1个“进比赛”操作按钮，使用系统默认字体、纯色调默认圆角控件、emoji图标，无导航与其他功能模块，留白较多，无成型视觉设计系统；未进更高档因为缺乏稳定页头、多类控件、列表等更丰富的页面结构，未达到低质量模板页的完整度。"
card_dsl_d0c22d5c58,scored,45.0,"[40,50)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,"[{""affected_axes"": [""detail_finish"", ""typography"", ""composition_hierarchy"", ""basic_usability""], ""evidence"": ""按钮内“详”字左侧讠部笔画与蓝紫色按钮背景对比度较低，视觉上存在轻微笔画缺失感，略微影响文字辨识度"", ""severity"": ""minor"", ""target"": ""详情操作按钮内的文字"", ""type"": ""text_graphic""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""text_graphic""], ""score"": 3.8, ""severity"": ""minor"", ""weight"": 0.2, ""weighted_contribution"": 0.76, ""weighted_loss_from_max"": 0.84}, {""axis"": ""typography"", ""finding_types"": [""text_graphic""], ""score"": 3.2, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.48, ""weighted_loss_from_max"": 0.72}, {""axis"": ""detail_finish"", ""finding_types"": [""text_graphic""], ""score"": 3.1, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.465, ""weighted_loss_from_max"": 0.735}, {""axis"": ""basic_usability"", ""finding_types"": [""text_graphic""], ""score"": 4.0, ""severity"": ""minor"", ""weight"": 0.05, ""weighted_contribution"": 0.2, ""weighted_loss_from_max"": 0.2}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-08-sleep-001\card.dsl.png,"image: 命中[40,50)档：属于有明确设计意图的深色健康睡眠类卡片/小组件UI；可见证据是深灰黑配紫色的统一圆角玻璃态卡片，字体层级清晰，核心睡眠时长、趋势图、对比数据、日程模块与操作按钮完整，色彩搭配协调；未进更高档因为设计偏通用模板化，无独特品牌识别体系，内容单薄仅为单组卡片，缺乏完整产品深度，细节存在按钮文字笔画辨识度稍弱的小瑕疵。"
card_dsl_e5d993b478,scored,25.0,"[20,30)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-08-sleep-006\card.dsl.png,"image: 命中[20,30)档：属于简单健康信息展示类界面；可见证据是采用紫色渐变背景，分顶部标题状态、中部数据分栏、底部风险提示三区块布局，搭配基础环形进度图形，清晰展示深睡时长、天气与睡眠风险提示，信息可读布局稳定；未进更高档因为仅为单块信息卡片，无完整产品结构与交互控件，缺少图标等细节打磨，视觉朴素无品牌辨识度，未达普通产品UI完整度。"
card_dsl_a2c976902c,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-09-weather-care-001\card.dsl.png,"image: 命中[0,10)档：属于简陋单功能气象提示面板类型；可见证据为仅两个平涂纯色圆角卡片，左侧展示红色高温预警、39℃读数与补水提示，右侧列体感、紫外线信息（位置项无具体内容）加单个“打开天气”按钮，无页面导航框架，使用系统默认字体，无设计细节，外围存在大量空白；未进[10,20)档因为无完整模板页面外壳，无多控件/列表结构，无成型视觉系统，达不到低质demo模板的结构完整度。"
card_dsl_a2f4d37642,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-09-weather-care-006\card.dsl.png,"image: 命中[0,10)档：属于简陋的单动作天气提醒工具面板；可见证据是仅使用简单蓝色渐变背景，搭配基础静态天气文字、粗糙模糊的温度计图标、默认样式蓝色操作按钮，无多模块结构与成型视觉系统，存在大量空白；未进更高档因为无完整产品页面结构，控件与视觉表现极简陋，达不到低质模板的内容丰富度。"
card_dsl_baef862b9e,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-10-rainy-taxi-001\card.dsl.png,"image: 命中[10,20)档：属于低质量简易单卡片快捷工具模板；可见证据是浅蓝渐变圆角单卡，左右分栏布局稳定，含下雨天气图标、青浦区天气温湿度信息，搭配两个普通圆角功能按钮，信息清晰可辨；未进更高档因为无完整产品页面结构与专属品牌视觉系统，控件风格普通，内容极度稀疏，缺乏深度功能模块。"
card_dsl_3b74ca2253,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-10-rainy-taxi-006\card.dsl.png,"image: 命中[0,10)档：属于单动作渐变快捷工具面板类型；可见证据是蓝紫渐变圆角背景，仅搭配汽车图标、少量行程提示文字与单个跳转按钮，无完整产品界面结构，无成型视觉设计系统，存在大面积单调渐变空白；未进更高档因为不满足[10,20)档需有多控件、多内容区块的稳定页面结构要求，仅为极简单触发入口。"
card_dsl_e1d9186f58,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-11-fitness-001\card.dsl.png,"image: 命中[10,20)档：属于低质量简易运动工具demo类型；可见证据是布局稳定，配有通用顶部标题栏、两个运动数据展示块、两个功能按钮，控件均为默认风格大圆角矩形，采用单一橙色系配色，无定制化视觉系统；未进更高档因为内容稀疏，无完整产品结构，视觉打磨极弱，缺乏品牌识别度与组件设计深度。"
card_dsl_36961a2f40,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,"[{""affected_axes"": [""typography"", ""detail_finish"", ""basic_usability"", ""composition_hierarchy""], ""evidence"": ""右侧训练时段文本显示为“18:30-19”，数字“9”紧贴截图右边缘，结束时间的分钟部分被裁剪缺失"", ""severity"": ""minor"", ""target"": ""训练时段结束时间文本"", ""type"": ""clipping_crop""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""clipping_crop""], ""score"": 0.5, ""severity"": ""minor"", ""weight"": 0.2, ""weighted_contribution"": 0.1, ""weighted_loss_from_max"": 1.5}, {""axis"": ""typography"", ""finding_types"": [""clipping_crop""], ""score"": 0.0, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.0, ""weighted_loss_from_max"": 1.2}, {""axis"": ""detail_finish"", ""finding_types"": [""clipping_crop""], ""score"": 0.0, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.0, ""weighted_loss_from_max"": 1.2}, {""axis"": ""basic_usability"", ""finding_types"": [""clipping_crop""], ""score"": 0.7, ""severity"": ""minor"", ""weight"": 0.05, ""weighted_contribution"": 0.035, ""weighted_loss_from_max"": 0.365}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-11-fitness-006\card.dsl.png,"image: 命中[0,10)档：属于原型级简陋单功能健身玩具工具；可见证据是仅含橙色环形进度数值、零散训练提示文本、单个浅灰操作按钮，页面留白极多，使用系统默认字体，无成型视觉体系，训练结束时间存在边缘裁剪，按钮文案生硬不通顺；未进更高档因为无多控件结构与组件规范，达不到低质模板的内容丰富度要求。"
card_dsl_5345cf1738,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-12-finance-001\card.dsl.png,"image: 命中[0,10)档：属于极简陋的单功能天气提示类小工具；可见证据是仅使用系统emoji作为天气图标、默认系统字体、基础默认圆角按钮，仅零散展示温度、天气类型、预警状态、地点和单个通话按钮，存在大量空白区域，无成型视觉设计系统；未进更高档因为无完整产品结构、无排版层次与品牌特征，控件全为默认样式，视觉质量接近失败。"
card_dsl_71b67a8c0c,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-12-finance-006\card.dsl.png,"image: 命中[0,10)档：属于极简单操作账户余额提示类裸页面；可见证据是仅两个默认浅灰圆角卡片，展示余额、提醒线、低额告警静态文本，搭配一个纯蓝色默认操作按钮，四周大面积留白，使用系统默认字体，无导航、品牌标识及多模块结构；未进更高档因为缺乏10-20档要求的多控件、稳定页头、列表等结构，无成型视觉体系，状态丰富度极低。"
card_dsl_d21499a479,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-13-health-reminder-001\card.dsl.png,"image: 命中[0,10)档：属于粗糙的练习类提醒类孤立组件，无完整应用页面结构；可见证据是仅使用平涂纯色背景、简单几何闹钟图标、默认系统黑体文字、两个基础圆角按钮，无导航栏、无功能区块、无品牌视觉体系，无设计细节打磨；未进更高档因为缺乏稳定页面框架、多控件/内容模块，未达到[10,20)档低质量demo模板的完整度要求。"
card_dsl_ce4b74a372,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-13-health-reminder-006\card.dsl.png,"image: 命中[0,10)档：属于简陋的单功能服药提醒类小工具；可见证据是仅包含闹钟图标、标题、紧急标签、单条提醒文本、一个跳转按钮，其余为大面积浅灰空白，采用默认系统字体与基础红白色块，无成型视觉设计体系；未进更高档因为缺乏多控件、列表等结构化内容，仅为极简单面板，未达到低质模板的内容丰富度。"
card_dsl_5b6f41e109,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-14-commute-001\card.dsl.png,"image: 命中[10,20)档：属于低质量简易工具演示模板；可见证据是布局稳定、功能清晰，可展示天气状况、温度、空气质量、风力、暴雨预警信息并提供一键拨号入口，但使用系统emoji作为图标、按钮为默认基础样式、字体无设计、色彩生硬无统一视觉系统、排版间距随意；未进更高档因为无刻意视觉主题处理，仅为基础元素堆砌，未达到[20,30)档的完整结构化要求。"
card_dsl_d6b145b12a,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-14-commute-006\card.dsl.png,"image: 命中[10,20)档：属于简单单功能通勤提醒类低质模板界面；可见证据是布局稳定，通勤提醒相关信息展示完整，采用普通渐变背景、默认风格白色信息卡、蓝色胶囊按钮与系统字体，内容稀疏；未进更高档因为缺乏成型视觉系统，无定制品牌元素与细节打磨，视觉停留在通用默认控件层面，达不到产品级设计深度。"
card_dsl_802eab92f6,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-15-smart-home-001\card.dsl.png,"image: 命中[0,10)档：属于粗糙的半成品智能家居入口练习界面；可见证据是浅青渐变圆角背景，零散排布默认房屋图标、错位拆分的文字（孤立的“家”字、数字6与“台设备”生硬排布）、单个绿色默认导航按钮，存在大量无效空白，无成型视觉层级与设计系统，使用默认系统字体；未进更高档因为布局逻辑混乱、视觉完成度极低，不具备稳定的模板级页面结构。"
card_dsl_c442bc39f7,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-15-smart-home-006\card.dsl.png,"image: 命中[10,20)档：属于低质量demo模板类的家居用电状态卡片；可见证据是布局稳定，配有基础环形用电占比指标、告警提示、巡检条目与两个普通圆角按钮，使用系统默认字体，控件均为基础默认样式，内容稀疏留白多，无成型视觉系统；未进更高档因为缺乏完整工作流结构，视觉无主题、细节粗糙，达不到低完整度产品页要求。"
card_dsl_4bf61b2394,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-16-travel-ticket-001\card.dsl.png,"image: 命中[0,10)档：属于蓝色渐变背景的单动作提示类简陋工具；可见证据是圆角卡片内仅搭配通用雷阵雨图标、29°气温与天气标注、半透明预警提示条，以及单个“去机场”蓝色按钮，使用普通系统字体，无独立视觉系统；未进更高档因为仅含单个动作按钮，无多控件、列表、页头等结构，内容极度单薄，达不到[10,20)档要求的组件丰富度。"
card_dsl_94b6d206bc,scored,15.0,"[10,20)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-16-travel-ticket-006\card.dsl.png,"image: 命中[10,20)档：属于低质量模板化航班信息展示组件；可见证据是浅蓝渐变圆角大卡片，左侧排布航班号、深圳-北京航线、起降时间、准点状态，右侧白色子卡展示登机口、座位信息，搭配普通蓝色圆角操作按钮，布局稳定无遮挡；未进更高档因为内容稀疏，仅为单条信息快照，无多区块/完整工作流结构，视觉无独特品牌设计，模板感强。"
card_dsl_d093bd70e5,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-17-queue-001\card.dsl.png,"image: 命中[0,10)档：属于单动作简易排队叫号提示类工具；可见证据是淡渐变绿色圆角背景，仅展示店铺名、简易环形叫号标识、排队进度文本与单个默认样式跳转按钮，无成熟视觉设计体系，空余背景占比大，排版与控件均为基础默认样式；未进更高档因为无多模块结构、无品牌化设计细节、无丰富功能控件，达不到低质模板页的内容丰富度要求。"
card_dsl_f35093809e,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-17-queue-006\card.dsl.png,"image: 命中[0,10)档：属于极简单动作小工具类型，符合渐变单动作面板的判定规则；可见证据是仅含“排队叫号”标题、单块进度展示卡、单个“提醒我”按钮，无多模块结构、无列表或多类控件，仅靠简单渐变和基础圆角搭建，无成型视觉系统；未进更高档因为缺乏多控件、完整页头搭配内容区的模板结构，达不到[10,20)档的布局丰富度。"
card_dsl_c4688412ba,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-18-carpool-001\card.dsl.png,"image: 命中[0,10)档：属于渐变背景单操作简陋提示面板类型；可见证据是浅橙渐变圆角底，仅零散排布标题、无单位的状态数字、拥堵提示文本与单个红色“注意安全”按钮，左上角仅简陋白圆装饰，无完整产品结构与组件体系，存在大面积无内容区域；未进更高档因为内容极度稀疏，信息不完整，无成型设计系统与产品深度，达不到低质模板的完整结构要求。"
card_dsl_17d9f070a8,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-18-carpool-006\card.dsl.png,"image: 命中[0,10)档：属于单动作简易工具/桌面小组件类型；可见证据是浅蓝渐变圆角背景，仅展示已连接状态、距目的地距离、天气信息，仅配置1个导航操作按钮，无完整产品界面结构，视觉处理简陋无成型设计系统；未进更高档因为内容极度单薄，仅单一操作入口，无多控件或完整工作流支撑升档。"
card_dsl_fe8c2d0df4,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-19-photo-album-001\card.dsl.png,"image: 命中[0,10)档：属于无完整产品结构的极简单提示面板类简陋界面；可见证据是仅包含应用图标、“128张”计数文字、“相册快满了”提示语，无导航、功能区等页面模块，仅靠深紫渐变填充空间，无成型视觉设计系统；未进更高档因为内容极度单薄，不具备低质模板所需的多控件、稳定页头等完整页面结构。"
card_dsl_87e25088e3,scored,5.0,"[0,10)",image,aesthetic-v4,doubao-seed-2-1-pro-260628,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-19-photo-album-006\card.dsl.png,"image: 命中[0,10)档：属于简陋的单操作提醒面板类界面；可见证据是纯橙色渐变圆角背景，仅搭配简单日历图标、直白提示文字、一个状态提示条与单个“打开应用”操作按钮，无完整产品页面结构，无成型视觉设计体系；未进更高档因为缺乏多控件、稳定页头等[10,20)档所需的基础模板结构，排版粗糙无品牌辨识度。"
