id,status,score_100,bucket,aggregate_view,prompt_version,model,occlusion_overlap_check,occlusion_findings,occlusion_affected_axes,input_path,rationale
card_dsl_a2f4d37642,scored,25.0,"[20,30)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-09-weather-care-006\card.dsl.png,"image: 命中 [20,30) 档：属于单卡天气widget类型；可见证据为蓝绿渐变背景、36°C大数字、多云状态、橙色高温预警、蓝色打开按钮，整体视觉处理有意图。未进 [30,40) 因为仅一张卡，缺少多模块布局、图表、列表等结构深度；无遮挡缺陷。"
card_dsl_baef862b9e,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-10-rainy-taxi-001\card.dsl.png,"image: 命中 [0,10) 档：属于极简天气通知卡片类；可见证据为单一浅蓝底卡片、emoji云图标、系统级圆角按钮、默认无衬线字体的23°C数字与'打开'按钮，缺少品牌系统、版式层级、材质细节和任何视觉深度；未进 [10,20) 因仅有一个静态天气读数加两个按钮，无任何表单、列表、筛选或内容区块，属于'bare toy utility'原型的最低档。"
card_dsl_3b74ca2253,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-10-rainy-taxi-006\card.dsl.png,"image: 命中 [0,10) 档：属于单卡快捷打车瓦片，对应 blank gradient single-action panel 原型；可见证据是单一蓝紫渐变卡片、一个车标、标题'机场接人'、时间地点'18:30/T3航站楼'、一个'点按打开打车'按钮，无导航无列表无产品深度；未进 [10,20) 因为仅一张单动作卡片、无多控件或多区块，命中 v26 单动作空白渐变面板的 [0,10) 规则。"
card_dsl_e1d9186f58,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-11-fitness-001\card.dsl.png,"image: 命中 [0,10) 档：属于单用途运动记录小工具，可见证据是橙底圆角药丸式数据条、默认开始按钮、单一开始动作、无导航无图表无状态切换；未进 [10,20) 因为只有预填示例数据、缺乏真实控件组合与状态层级，不构成低模板。"
card_dsl_36961a2f40,scored,25.0,"[20,30)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-11-fitness-006\card.dsl.png,"image: 命中[20,30)档：属于彩色单卡健身日历小部件；可见证据为橙色彩环+82分数+危险徽章+时间/活动/负荷状态文本+单个锻炼按钮，配色有意识但内容仅一卡一信息；未进[30,40)因为无列表/多区块/筛选/历史等结构，仅一个孤立卡片与单按钮，视觉系统尚未成形。"
card_dsl_5345cf1738,scored,43.75,"[40,50)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-12-finance-001\card.dsl.png,image: score_only
card_dsl_71b67a8c0c,failed,,failed,,aesthetic-v4,,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-12-finance-006\card.dsl.png,No score rationale available.
card_dsl_d21499a479,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-13-health-reminder-001\card.dsl.png,"image: 命中 [0,10) 档：属于极简用药提醒通知/横幅卡片；可见证据为橙色背景、黑色闹钟图标、白色圆角卡、两行中文标题与一个红色胶囊按钮、一个米色胶囊副按钮，无输入、无列表、无层级细节；排版为默认系统字重，未进更高档因为缺乏视觉系统、组件语言与任何品牌深度，属于裸工具卡片。"
card_dsl_ce4b74a372,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-13-health-reminder-006\card.dsl.png,"image: 命中 [0,10) 档：属于吃药喝水提醒类单卡玩具；可见证据是顶部时钟图标配吃药喝水文字与紧急橙徽标、中部白卡显示立即吃药与08:00喝水、底部单一橙色进入日历按钮；控件极少、视觉系统简陋、字体默认、无品牌识别与产品深度；未进 [10,20) 因缺少多次输入与列表区，整体为一卡一按钮的极简工具，无遮挡缺陷。"
card_dsl_5b6f41e109,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-14-commute-001\card.dsl.png,"image: 命中 [0,10) 档：属于极简天气/应急工具卡片，仅有系统emoji天气图标、29℃大字与空气/风力文字，右侧为默认灰色电话图标、绿色拨打电话按钮与橙色预警横幅，无图片、无图表、无品牌系统、空白占比大。未进 [10,20) 因为缺乏筛选/列表/多控件、模板结构感，单卡仅展示只读信息加两个动作，无页面级导航或卡片组。"
card_dsl_d6b145b12a,scored,25.0,"[20,30)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-14-commute-006\card.dsl.png,"image: 命中 [20,30) 档：属于彩色单卡通勤提醒 widget 类型；可见证据为暖色渐变背景、白色信息卡片、'快出发'大标题、地铁优先/34 分钟/还剩 8 分钟信息块、蓝色打开App 按钮，视觉处理较有意图但内容深度不足。未进 [30,40) 因为仅单一卡片、无数列表与多区结构、无品牌系统与组件深度，属低但完整的轻量工具。"
card_dsl_802eab92f6,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,"[{""affected_axes"": [""typography"", ""composition_hierarchy"", ""detail_finish"", ""basic_usability""], ""evidence"": ""大号6底部弧线与台设备文字顶部相距极近，存在轻微视觉拥挤"", ""severity"": ""minor"", ""target"": ""数字6与台设备文字"", ""type"": ""text_text""}]","[{""axis"": ""composition_hierarchy"", ""finding_types"": [""text_text""], ""score"": 0.5, ""severity"": ""minor"", ""weight"": 0.2, ""weighted_contribution"": 0.1, ""weighted_loss_from_max"": 1.5}, {""axis"": ""typography"", ""finding_types"": [""text_text""], ""score"": 0.0, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.0, ""weighted_loss_from_max"": 1.2}, {""axis"": ""detail_finish"", ""finding_types"": [""text_text""], ""score"": 0.1, ""severity"": ""minor"", ""weight"": 0.15, ""weighted_contribution"": 0.015, ""weighted_loss_from_max"": 1.185}, {""axis"": ""basic_usability"", ""finding_types"": [""text_text""], ""score"": 0.7, ""severity"": ""minor"", ""weight"": 0.05, ""weighted_contribution"": 0.035, ""weighted_loss_from_max"": 0.365}]",D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-15-smart-home-001\card.dsl.png,"image: 命中 [0,10) 档：属于极简智能家居小部件/玩具型工具；可见证据是浅薄荷渐变背景、单个黑色房屋图标、一个大号数字""6""、两个简短文字标签和一个默认绿色胶囊按钮，整体四个元素、大量留白、无任何图表/列表/深度信息、未形成真实视觉系统；未进 [10,20) 因为控件极少且仅一两个默认按钮、缺乏稳定页头与多控件表单，不构成低模板门槛。"
card_dsl_c442bc39f7,scored,45.0,"[40,50)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-15-smart-home-006\card.dsl.png,"image: 命中 [40,50) 档：属于单卡片状态型仪表盘组件；可见证据是橙色环形进度图、报警徽标、72% 数值、超阈值高亮文案及查看按钮，版式与配色一致；未进更高档因为仅为单卡片局部，缺少完整页面层级与更丰富组件系统。"
card_dsl_4bf61b2394,scored,25.0,"[20,30)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-16-travel-ticket-001\card.dsl.png,"image: 命中 [20,30) 档：属于彩色单卡天气/出行小工具类型；可见证据是青蓝渐变背景、表情符号天气图、大号 29° 数字、红色预警提示卡和单个去机场 CTA；视觉处理有一定意图（渐变、圆角、色彩层级），高于 [0,10) 极简玩具；未进 [30,40) 因为仍是单卡薄内容、缺乏多区块、列表或品牌系统。"
card_dsl_94b6d206bc,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-16-travel-ticket-006\card.dsl.png,"image: 命中 [10,20) 档：属于单卡片航班信息控件，仅展示航班号、起降时间、登机口、座位与一个蓝色查看按钮。视觉上为浅蓝渐变背景配系统字体层级，缺乏品牌系统与视觉记忆点，飞机图标为通用线性图形。布局稳定但属默认模板壳，未达 [20,30) 所需的多模块结构与更明显主题表达。"
card_dsl_d093bd70e5,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-17-queue-001\card.dsl.png,"image: 命中 [0,10) 档：属于单卡片排队/叫号玩具型工具；可见证据为绿色渐变背景、一个白色环形进度圈配A28数字、右侧比例读数28/36、底部默认白色胶囊按钮""进店查看""，其余大面积空绿；中央图形配色鲜明但仍属单图默认组件，无视觉系统、层次、材质或品牌深度。未进 [10,20) 因该页只有一个卡片、一个按钮和大片空白，无顶部栏、列表行、筛选或多控件支撑的模板结构。"
card_dsl_f35093809e,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-17-queue-006\card.dsl.png,"image: 命中 [0,10) 档：属于单卡片玩具型工具（排队叫号提醒），仅含一个进度条图形、一行百分比读数、一个 CTA 按钮，无多控件、无列表、无品牌系统。视觉上仅深色渐变背景配红橙强调色，字体为默认系统字。未进 [10,20) 因为缺乏多控件/列表/分类等更完整结构，仅一个中心图形加一个按钮，属于最简单卡片 utility。"
card_dsl_c4688412ba,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-18-carpool-001\card.dsl.png,"image: 命中 [0,10) 档：属于单卡片拼车状态微件/工具型页面；可见证据为一张橙黄渐变卡片、空白圆形头像、大号数字18、三行文字和一粒红色CTA按钮，整体系统默认字体、空白占位头像、大量留白、无列表或模块结构；未进 [10,20) 因为除渐变外缺乏第二个卡片、筛选chip或表单单控件等可识别信息架构，整体仍属极稀疏玩具式微件。"
card_dsl_17d9f070a8,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-18-carpool-006\card.dsl.png,"image: 命中 [10,20) 档：属于单屏导航/出行小组件类低模板；可见证据是浅蓝渐变底、白字'8.6公里'距离大字、'距目的地'副标题、顶部右侧'已连接'状态、云图标天气胶囊和蓝色'导航'按钮，结构稳定但均为默认控件与默认排版。未进 [0,10) 是因为含状态、距离、天气、CTA 四类元素且无空列表；未进 [20,30) 是因为视觉偏系统默认、缺品牌系统、组件深度与卡片层级均不足。"
card_dsl_fe8c2d0df4,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-19-photo-album-001\card.dsl.png,"image: 命中 [10,20) 档：属于单卡状态/通知型 widget；可见证据是深紫渐变背景、居中书本图标、128张大数字与红色提示语相册快满了；排版层级略有意图但无任何功能控件或产品深度；未进 [20,30) 因仅一个状态展示卡，无表单/列表/工作流等完整结构。"
card_dsl_87e25088e3,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-19-photo-album-006\card.dsl.png,"image: 命中 [0,10) 档：属于极简单卡通知/提醒玩具工具；可见证据是橙色渐变背景上仅有一个日历图标、相册提醒/同步会/14:00-14:30 文本、一个文字药丸和白色打开按钮，整体被大片留白和默认控件占据，无真实视觉系统；未进 [10,20) 因为缺少多个输入/筛选/列表等控件状态，结构比低模板更裸。"
card_dsl_19a6b96dd2,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-20-notif-aggregate-001\card.dsl.png,"image: 命中 [0,10) 档：属于极简单卡工具/会议提醒微件类型；可见证据为浅灰圆角卡片、一只淡色日历图标、橙色'紧急'徽标、'09:30'时间、'项目周会'标题与'进微信'按钮，内容稀疏、视觉系统原始、留白巨大；未进 [10,20) 因为没有列表/筛选/多控件等可见结构，仅一个默认风格单卡微件。"
card_dsl_0a56f37b3f,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-20-notif-aggregate-006\card.dsl.png,"image: 命中 [0,10) 档：属于单卡消息提醒/小组件工具，仅有黄色渐变背景、群消息标题、两行简单列表和一颗'进群'按钮，可见证据为系统字体、默认圆角胶囊、橙色'紧急'标签及弱层级；未进 [10,20) 因缺少筛选/输入/多控件/导航等任何可识别的工作流与组件系统，无产品深度，整体仅为裸露的卡片雏形。"
card_dsl_fcb4e9ebed,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-21-stocks-001\card.dsl.png,"image: 命中 [0,10) 档：属于单卡片工具小部件；可见证据为基金组合收益大数字+深圳天气小卡组合，浅灰圆角底，系统默认无衬线字体，灰色单色文字，天气图标为通用 emoji 风格，无品牌色、组件体系或层级节奏。未进 [10,20) 因为页面仅为一张圆角卡片，缺少列表/表单/导航等模板结构，视觉系统基本缺席，仅靠大数字撑场。"
card_dsl_ef429b55f5,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-21-stocks-006\card.dsl.png,"image: 命中[0,10)档：属于裸玩具型金融小部件，仅一块绿色卡片展示自选股价格68.42、+1.86%、已登录徽标和一个去交易按钮；无图表、无列表、无数据深度，配色单一平铺，字体为默认系统字，无视觉系统。未进[10,20)因为整页只是一个单卡toy utility而非多控件模板。"
card_dsl_9e299193d6,scored,5.0,"[0,10)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-22-express-001\card.dsl.png,"image: 命中 [0,10) 档：属于单卡片通知/取件小组件；可见证据是橙色背景配大号白色标题""还有2件在路""、时间地点副文、两个默认胶囊按钮""耳机保护套 已签收""与""去取件""，无图标无插图无视觉系统；未进 [10,20) 因为仅一张卡片+两个默认按钮、缺乏完整页面结构与组件层次，属典型 bare toy utility。"
card_dsl_58354f0f1c,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-22-express-006\card.dsl.png,"image: 命中 [10,20) 档：属于简易追踪小组件类型；可见证据为橙色背景、emoji图标、两个白色状态卡片；设计依赖默认系统字体、无材质深度与阴影渐变；未进更高档因整体缺乏视觉层次与品牌识别度，仅为基础模板化样式，视觉表现力与完成度均不足。"
card_dsl_d1ad8b641f,scored,25.0,"[20,30)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-23-countdown-001\card.dsl.png,"image: 命中 [20,30) 档：属于彩色单卡倒计时类小工具；可见证据为暖黄色统一底色、黑色去考点CTA、三行科目状态（待考/已结束）、大号2天倒计时与考试地点。未进 [30,40) 因为无多模块结构，仅为单一信息卡加列表，缺少次级内容深度、图表或系统化卡片体系；视觉处理有意识但仍是基础组件堆叠。"
card_dsl_22bf9d6458,scored,45.0,"[40,50)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-23-countdown-006\card.dsl.png,"image: 命中 [40,50) 档：属于紫色玻璃拟态倒计时小部件类型；可见证据是紫色渐变背景、毛玻璃右卡片（已完成/去年生日/已过347天/打开）、大号18天数字、日期与来源信息、底部半透明日历图形；排版层次与色彩统一。未进 [50,60) 因为这只是单卡小组件，缺少更丰富的状态、模块与图表深度。"
card_dsl_82c2c5b14b,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-24-todo-001\card.dsl.png,"image: 命中 [10,20) 档：属于稀疏待办/天气小工具型页面；可见证据是浅蓝绿渐变背景、默认样式复选框三行待办（含'补水记录'已勾选、'高温户外跑'带橙色'危险'标签）、右侧29°C天气卡显示深圳多云与空气良、底部半透明'进应用'按钮。控件以默认白卡+系统字为主，无品牌系统与组件深度。'进应用'按钮与天气卡底部有轻微层叠，'空气 良'文字接近按钮边缘。未进 [20,30) 因缺少输入、统计、过滤芯片等多控件工作流，整体仍为单卡模板。"
card_dsl_82c94bad8c,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-24-todo-006\card.dsl.png,"image: 命中 [10,20) 档：属于单卡进度小部件类型；可见证据是圆角浅绿渐变卡片、75%大数字、绿色进度条、已完成6/共8项计数和""打开""按钮；视觉略强于 [0,10) 玩具但仅为单卡展示，控件极少无输入或筛选，无产品纵深，未进 [20,30)。"
card_dsl_fe5eaa1b2c,scored,15.0,"[10,20)",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-25-reading-001\card.dsl.png,"image: 命中 [10,20) 档：属于简易天气小部件/单卡工具类型。可见证据：浅蓝渐变背景、系统字体标题、温度数字、emoji 云图、绿色'已连接'状态、单按钮'进日历'、三日预报列表。控件和排版均为默认层级，无品牌系统、空间留白过多。未进 [20,30) 因缺少多面板/字段工作流，仅一张主卡加预报列表，仍属低质量模板。"
card_dsl_c16a84fbd9,scored,85.0,"[80,100]",image,aesthetic-v4,MiniMax-M3,always_on,[],[],D:\code\A2UI\vlm\aesthetic-v4-vlm-judge-package-20260624\input\test_60\Case-25-reading-006\card.dsl.png,image: score_only
